,日期,天气,温度
1960,2016/07/01   星期五,多云,27~36℃
1961,2016/07/02   星期六,多云,27~35℃
1962,2016/07/03   星期日,雷阵雨~多云,27~36℃
1963,2016/07/04   星期一,多云,27~35℃
1964,2016/07/05   星期二,晴,27~35℃
1965,2016/07/06   星期三,多云,26~34℃
1966,2016/07/07   星期四,多云,26~32℃
1967,2016/07/08   星期五,阵雨,26~31℃
1968,2016/07/09   星期六,雷阵雨~阵雨,27~31℃
1969,2016/07/10   星期日,大雨~中雨,27~30℃
1970,2016/07/11   星期一,中雨~小雨,26~30℃
1971,2016/07/12   星期二,雷阵雨~多云,27~33℃
1972,2016/07/13   星期三,雷阵雨~多云,27~34℃
1973,2016/07/14   星期四,雷阵雨转多云,27~34℃
1974,2016/07/15   星期五,雷阵雨转阵雨,26~36℃
1975,2016/07/16   星期六,中雨转阴,25~30℃
1976,2016/07/17   星期日,多云转阴,26~32℃
1977,2016/07/18   星期一,雷阵雨转多云,27~32℃
1978,2016/07/19   星期二,多云,27~34℃
1979,2016/07/20   星期三,晴,27~37℃
1980,2016/07/21   星期四,晴,28~37℃
1981,2016/07/22   星期五,晴,28~38℃
1982,2016/07/23   星期六,晴,28~38℃
1983,2016/07/24   星期日,晴,27~38℃
1984,2016/07/25   星期一,晴,26~36℃
1985,2016/07/26   星期二,晴,27~36℃
1986,2016/07/27   星期三,多云,28~37℃
1987,2016/07/28   星期四,多云,27~37℃
1988,2016/07/29   星期五,多云,27~37℃
1989,2016/07/30   星期六,晴,27~36℃
1990,2016/08/01   星期一,阵雨,27~34℃
1991,2016/08/02   星期二,阵雨,27~34℃
1992,2016/08/03   星期三,中雨,25~32℃
1993,2016/08/04   星期四,雷阵雨,25~32℃
1994,2016/08/05   星期五,多云,26~34℃
1995,2016/08/06   星期六,阵雨,27~33℃
1996,2016/08/07   星期日,阵雨,26~32℃
1997,2016/08/08   星期一,雷阵雨,26~33℃
1998,2016/08/09   星期二,中雨,26~31℃
1999,2016/08/10   星期三,多云,26~33℃
2000,2016/08/11   星期四,多云,27~34℃
2001,2016/08/12   星期五,多云,27~34℃
2002,2016/08/13   星期六,多云,26~33℃
2003,2016/08/14   星期日,多云,26~33℃
2004,2016/08/15   星期一,晴,26~34℃
2005,2016/08/16   星期二,晴,27~35℃
2006,2016/08/17   星期三,多云,27~35℃
2007,2016/08/18   星期四,多云,27~35℃
2008,2016/08/19   星期五,多云,27~35℃
2009,2016/08/20   星期六,多云,27~37℃
2010,2016/08/21   星期日,多云,26~34℃
2011,2016/08/22   星期一,多云,26~35℃
2012,2016/08/23   星期二,多云,25~34℃
2013,2016/08/24   星期三,多云,25~34℃
2014,2016/08/25   星期四,晴,25~34℃
2015,2016/08/26   星期五,多云,26~34℃
2016,2016/08/27   星期六,多云,23~31℃
2017,2016/08/28   星期日,多云,22~30℃
2018,2016/08/29   星期一,晴,22~30℃
2019,2016/08/30   星期二,晴,19~32℃
2020,2016/09/01   星期四,多云,23~32℃
2021,2016/09/02   星期五,多云,23~33℃
2022,2016/09/03   星期六,晴,22~32℃
2023,2016/09/04   星期日,阵雨,24~31℃
2024,2016/09/05   星期一,阵雨,23~30℃
2025,2016/09/06   星期二,阵雨,23~29℃
2026,2016/09/07   星期三,阵雨,21~26℃
2027,2016/09/08   星期四,多云,20~29℃
2028,2016/09/09   星期五,多云,22~31℃
2029,2016/09/10   星期六,阴,23~28℃
2030,2016/09/11   星期日,中雨,21~26℃
2031,2016/09/12   星期一,小雨,21~26℃
2032,2016/09/13   星期二,阵雨,22~26℃
2033,2016/09/14   星期三,阵雨,22~26℃
2034,2016/09/15   星期四,大雨,24~26℃
2035,2016/09/16   星期五,大雨,24~29℃
2036,2016/09/17   星期六,阵雨,23~28℃
2037,2016/09/18   星期日,阵雨,22~26℃
2038,2016/09/19   星期一,阴,20~26℃
2039,2016/09/20   星期二,多云,19~26℃
2040,2016/09/21   星期三,多云,19~26℃
2041,2016/09/22   星期四,多云,18~27℃
2042,2016/09/23   星期五,多云,21~28℃
2043,2016/09/24   星期六,多云,20~29℃
2044,2016/09/25   星期日,多云,21~30℃
2045,2016/09/26   星期一,多云,24~30℃
2046,2016/09/27   星期二,阵雨,24~31℃
2047,2016/09/28   星期三,中雨,23~29℃
2048,2016/09/29   星期四,暴雨,23~27℃
2049,2016/09/30   星期五,阵雨,25~31℃
2050,2016/10/01   星期六,多云,24~32℃
2051,2016/10/02   星期日,多云,23~32℃
2052,2016/10/03   星期一,小雨,22~27℃
2053,2016/10/04   星期二,阵雨,22~26℃
2054,2016/10/05   星期三,阴,22~26℃
2055,2016/10/06   星期四,阵雨,23~27℃
2056,2016/10/07   星期五,阵雨,21~26℃
2057,2016/10/08   星期六,中雨,19~22℃
2058,2016/10/09   星期日,阴,18~20℃
2059,2016/10/10   星期一,阴,18~21℃
2060,2016/10/11   星期二,阴,19~23℃
2061,2016/10/12   星期三,阴,19~24℃
2062,2016/10/13   星期四,多云,19~24℃
2063,2016/10/14   星期五,小雨,20~24℃
2064,2016/10/15   星期六,阴,20~24℃
2065,2016/10/16   星期日,阵雨,21~26℃
2066,2016/10/17   星期一,多云,20~24℃
2067,2016/10/18   星期二,阴,20~25℃
2068,2016/10/19   星期三,阵雨,20~24℃
2069,2016/10/20   星期四,阵雨,23~26℃
2070,2016/10/21   星期五,阵雨,23~27℃
2071,2016/10/22   星期六,大雨,21~25℃
2072,2016/10/23   星期日,阵雨,19~22℃
2073,2016/10/24   星期一,阴,20~24℃
2074,2016/10/25   星期二,阴,20~26℃
2075,2016/10/26   星期三,阵雨,22~28℃
2076,2016/10/27   星期四,阴,21~26℃
2077,2016/10/28   星期五,小雨,17~22℃
2078,2016/10/29   星期六,小雨,13~16℃
2079,2016/10/30   星期日,多云,14~19℃
2080,2016/11/01   星期二,小雨,12~16℃
2081,2016/11/02   星期三,多云,9~17℃
2082,2016/11/03   星期四,晴,8~19℃
2083,2016/11/04   星期五,晴,10~22℃
2084,2016/11/05   星期六,晴,13~25℃
2085,2016/11/06   星期日,多云,15~24℃
2086,2016/11/07   星期一,小雨,16~25℃
2087,2016/11/08   星期二,小雨,10~15℃
2088,2016/11/09   星期三,小雨,11~13℃
2089,2016/11/10   星期四,多云,7~16℃
2090,2016/11/11   星期五,晴,8~19℃
2091,2016/11/12   星期六,阴,14~21℃
2092,2016/11/13   星期日,小雨,16~21℃
2093,2016/11/14   星期一,小雨,14~21℃
2094,2016/11/15   星期二,阴,12~18℃
2095,2016/11/16   星期三,多云,14~19℃
2096,2016/11/17   星期四,小雨,17~20℃
2097,2016/11/18   星期五,晴,17~27℃
2098,2016/11/19   星期六,多云,18~24℃
2099,2016/11/20   星期日,小雨,17~21℃
2100,2016/11/21   星期一,阴,16~22℃
2101,2016/11/22   星期二,小雨,11~16℃
2102,2016/11/23   星期三,小雨,5~9℃
2103,2016/11/24   星期四,阴,6~9℃
2104,2016/11/25   星期五,阴,9~11℃
2105,2016/11/26   星期六,小雨,6~11℃
2106,2016/11/27   星期日,多云,6~13℃
2107,2016/11/28   星期一,多云,8~14℃
2108,2016/11/29   星期二,阴,9~15℃
2109,2016/11/30   星期三,阴,8~15℃
2110,2016/12/01   星期四,多云,9~14℃
2111,2016/12/02   星期五,多云,8~14℃
2112,2016/12/03   星期六,多云,8~17℃
2113,2016/12/04   星期日,多云,7~18℃
2114,2016/12/05   星期一,多云,8~19℃
2115,2016/12/06   星期二,多云,3~11℃
2116,2016/12/07   星期三,晴,4~16℃
2117,2016/12/08   星期四,晴,6~18℃
2118,2016/12/09   星期五,多云,9~16℃
2119,2016/12/10   星期六,阴,8~13℃
2120,2016/12/11   星期日,多云,9~15℃
2121,2016/12/12   星期一,小雨,11~14℃
2122,2016/12/13   星期二,小雨,7~14℃
2123,2016/12/14   星期三,阴,2~9℃
2124,2016/12/15   星期四,晴,1~8℃
2125,2016/12/16   星期五,晴,0~10℃
2126,2016/12/17   星期六,多云,1~14℃
2127,2016/12/18   星期日,阴,9~18℃
2128,2016/12/19   星期一,多云,13~18℃
2129,2016/12/20   星期二,小雨,15~17℃
2130,2016/12/21   星期三,中雨,9~19℃
2131,2016/12/22   星期四,阴,5~10℃
2132,2016/12/23   星期五,晴,3~12℃
2133,2016/12/24   星期六,多云,8~12℃
2134,2016/12/25   星期日,阴,13~17℃
2135,2016/12/26   星期一,小雨,7~13℃
2136,2016/12/27   星期二,阴,3~7℃
2137,2016/12/28   星期三,阴,3~7℃
2138,2016/12/29   星期四,多云,3~7℃
2139,2016/12/30   星期五,多云,3~12℃
2140,2017/01/01   星期日,多云,6~17℃
2141,2017/01/02   星期一,多云,7~17℃
2142,2017/01/03   星期二,多云,8~15℃
2143,2017/01/04   星期三,多云,11~17℃
2144,2017/01/05   星期四,阵雨,13~16℃
2145,2017/01/06   星期五,小雨,11~14℃
2146,2017/01/07   星期六,小雨,8~17℃
2147,2017/01/08   星期日,阴,6~11℃
2148,2017/01/09   星期一,多云,4~9℃
2149,2017/01/10   星期二,多云,4~10℃
2150,2017/01/11   星期三,小雨,5~8℃
2151,2017/01/12   星期四,小雨,3~7℃
2152,2017/01/13   星期五,晴,3~12℃
2153,2017/01/14   星期六,多云,3~8℃
2154,2017/01/15   星期日,多云,2~8℃
2155,2017/01/16   星期一,多云,4~10℃
2156,2017/01/17   星期二,阴,5~11℃
2157,2017/01/18   星期三,小雨,8~9℃
2158,2017/01/19   星期四,小雨,1~10℃
2159,2017/01/20   星期五,晴,-2~6℃
2160,2017/01/21   星期六,晴,-1~9℃
2161,2017/01/22   星期日,晴,-2~8℃
2162,2017/01/23   星期一,晴,-1~8℃
2163,2017/01/24   星期二,多云,2~10℃
2164,2017/01/25   星期三,阴,0~10℃
2165,2017/01/26   星期四,晴,3~13℃
2166,2017/01/27   星期五,多云,6~14℃
2167,2017/01/28   星期六,多云,11~17℃
2168,2017/01/29   星期日,多云,6~21℃
2169,2017/01/30   星期一,多云,1~6℃
2170,2017/02/01   星期三,阴,3~8℃
2171,2017/02/02   星期四,多云,3~9℃
2172,2017/02/03   星期五,多云,8~14℃
2173,2017/02/04   星期六,小雨,6~12℃
2174,2017/02/05   星期日,多云,3~12℃
2175,2017/02/06   星期一,晴,3~10℃
2176,2017/02/07   星期二,多云,6~9℃
2177,2017/02/08   星期三,小雨,1~8℃
2178,2017/02/09   星期四,多云,-1~6℃
2179,2017/02/10   星期五,晴,-1~6℃
2180,2017/02/11   星期六,晴,-3~8℃
2181,2017/02/12   星期日,晴,-1~12℃
2182,2017/02/13   星期一,晴,0~14℃
2183,2017/02/14   星期二,晴,3~15℃
2184,2017/02/15   星期三,晴,5~17℃
2185,2017/02/16   星期四,多云,10~21℃
2186,2017/02/17   星期五,阴,6~17℃
2187,2017/02/18   星期六,阴,4~11℃
2188,2017/02/19   星期日,多云,10~19℃
2189,2017/02/20   星期一,小雨,5~20℃
2190,2017/02/21   星期二,阴,7~11℃
2191,2017/02/22   星期三,小雨,5~14℃
2192,2017/02/23   星期四,雨夹雪,2~6℃
2193,2017/02/24   星期五,多云,0~8℃
2194,2017/02/25   星期六,多云,3~11℃
2195,2017/02/26   星期日,多云,4~15℃
2196,2017/02/27   星期一,晴,3~15℃
2197,2017/02/28   星期二,多云,6~15℃
2198,2017/03/01   星期三,多云,3~19℃
2199,2017/03/02   星期四,多云,0~10℃
2200,2017/03/03   星期五,晴,5~15℃
2201,2017/03/06   星期一,阴,2~12℃
2202,2017/03/07   星期二,晴,3~15℃
2203,2017/03/08   星期三,晴,2~15℃
2204,2017/03/09   星期四,晴,7~19℃
2205,2017/03/10   星期五,阴,10~15℃
2206,2017/03/11   星期六,阴,9~14℃
2207,2017/03/12   星期日,中雨,9~15℃
2208,2017/03/13   星期一,中雨,7~11℃
2209,2017/03/14   星期二,多云,4~12℃
2210,2017/03/15   星期三,多云,7~13℃
2211,2017/03/16   星期四,阴,6~11℃
2212,2017/03/17   星期五,多云,10~15℃
2213,2017/03/18   星期六,阴,10~13℃
2214,2017/03/19   星期日,小雨,10~14℃
2215,2017/03/20   星期一,雷阵雨,9~15℃
2216,2017/03/21   星期二,多云,8~14℃
2217,2017/03/22   星期三,中雨,9~11℃
2218,2017/03/23   星期四,阴,8~13℃
2219,2017/03/24   星期五,小雨,9~13℃
2220,2017/03/25   星期六,多云,7~15℃
2221,2017/03/26   星期日,多云,6~18℃
2222,2017/03/27   星期一,晴,9~19℃
2223,2017/03/28   星期二,阴,13~20℃
2224,2017/03/29   星期三,多云,10~18℃
2225,2017/03/30   星期四,小雨,9~14℃
2226,2017/03/31   星期五,小雨,6~12℃
2227,2017/04/01   星期六,多云,5~17℃
2228,2017/04/02   星期日,晴,7~21℃
2229,2017/04/03   星期一,晴,10~22℃
2230,2017/04/04   星期二,多云,15~21℃
2231,2017/04/05   星期三,多云,18~26℃
2232,2017/04/06   星期四,雷阵雨,16~27℃
2233,2017/04/07   星期五,阵雨,14~20℃
2234,2017/04/08   星期六,多云,13~22℃
2235,2017/04/09   星期日,中雨,11~17℃
2236,2017/04/10   星期一,小雨,10~13℃
2237,2017/04/11   星期二,阴,10~15℃
2238,2017/04/12   星期三,多云,7~18℃
2239,2017/04/13   星期四,晴,12~22℃
2240,2017/04/14   星期五,晴,15~27℃
2241,2017/04/15   星期六,晴,17~30℃
2242,2017/04/16   星期日,雷阵雨,18~29℃
2243,2017/04/17   星期一,阵雨,15~23℃
2244,2017/04/18   星期二,晴,14~30℃
2245,2017/04/19   星期三,多云,17~26℃
2246,2017/04/20   星期四,小雨,16~26℃
2247,2017/04/21   星期五,阵雨,14~22℃
2248,2017/04/22   星期六,多云,9~21℃
2249,2017/04/23   星期日,晴,12~23℃
2250,2017/04/24   星期一,晴,16~25℃
2251,2017/04/25   星期二,阵雨,17~24℃
2252,2017/04/26   星期三,小雨,13~19℃
2253,2017/04/27   星期四,多云,9~20℃
2254,2017/04/28   星期五,晴,13~25℃
2255,2017/04/29   星期六,晴,14~28℃
2256,2017/04/30   星期日,晴,15~29℃
2257,2017/05/01   星期一,多云,18~29℃
2258,2017/05/02   星期二,中雨,16~20℃
2259,2017/05/03   星期三,阴,19~22℃
2260,2017/05/04   星期四,中雨,17~24℃
2261,2017/05/05   星期五,多云,17~27℃
2262,2017/05/06   星期六,多云,16~23℃
2263,2017/05/07   星期日,多云,17~26℃
2264,2017/05/08   星期一,中雨,18~21℃
2265,2017/05/09   星期二,多云,16~28℃
2266,2017/05/10   星期三,晴,19~31℃
2267,2017/05/11   星期四,多云,23~33℃
2268,2017/05/12   星期五,阵雨,16~22℃
2269,2017/05/13   星期六,多云,17~29℃
2270,2017/05/14   星期日,多云,18~30℃
2271,2017/05/15   星期一,多云,17~25℃
2272,2017/05/16   星期二,阵雨,16~23℃
2273,2017/05/17   星期三,多云,14~25℃
2274,2017/05/18   星期四,晴,17~29℃
2275,2017/05/19   星期五,晴,19~28℃
2276,2017/05/20   星期六,多云,19~28℃
2277,2017/05/21   星期日,多云,19~28℃
2278,2017/05/22   星期一,多云,21~28℃
2279,2017/05/23   星期二,中雨,21~29℃
2280,2017/05/24   星期三,小雨,16~23℃
2281,2017/05/25   星期四,多云,16~27℃
2282,2017/05/26   星期五,晴,17~28℃
2283,2017/05/27   星期六,晴,17~30℃
2284,2017/05/28   星期日,晴,17~30℃
2285,2017/05/29   星期一,晴,20~30℃
2286,2017/05/30   星期二,多云,22~30℃
2287,2017/06/01   星期四,阵雨,22~28℃
2288,2017/06/02   星期五,多云,19~28℃
2289,2017/06/03   星期六,多云,18~30℃
2290,2017/06/04   星期日,多云,21~27℃
2291,2017/06/05   星期一,阵雨,22~24℃
2292,2017/06/06   星期二,阵雨,22~28℃
2293,2017/06/07   星期三,多云,21~30℃
2294,2017/06/08   星期四,晴,23~32℃
2295,2017/06/09   星期五,阵雨,24~31℃
2296,2017/06/10   星期六,阵雨,23~30℃
2297,2017/06/11   星期日,中雨,19~26℃
2298,2017/06/12   星期一,大到暴雨,20~22℃
2299,2017/06/13   星期二,暴雨,20~21℃
2300,2017/06/14   星期三,阴,18~26℃
2301,2017/06/15   星期四,多云,18~26℃
2302,2017/06/16   星期五,阴,19~26℃
2303,2017/06/17   星期六,多云,18~27℃
2304,2017/06/18   星期日,多云,22~29℃
2305,2017/06/19   星期一,阵雨,22~25℃
2306,2017/06/20   星期二,阵雨,22~26℃
2307,2017/06/21   星期三,阵雨,22~26℃
2308,2017/06/22   星期四,阵雨,22~27℃
2309,2017/06/23   星期五,雷阵雨,25~30℃
2310,2017/06/24   星期六,大雨,23~26℃
2311,2017/06/25   星期日,大雨,22~25℃
2312,2017/06/26   星期一,小雨,22~26℃
2313,2017/06/27   星期二,阵雨,22~26℃
2314,2017/06/28   星期三,阵雨,23~26℃
2315,2017/06/29   星期四,雷阵雨,24~30℃
2316,2017/06/30   星期五,小雨,24~31℃
2317,2017/07/01   星期六,多云,25~34℃
2318,2017/07/02   星期日,多云,26~33℃
2319,2017/07/03   星期一,雷阵雨,26~33℃
2320,2017/07/04   星期二,雷阵雨,25~33℃
2321,2017/07/05   星期三,雷阵雨,26~34℃
2322,2017/07/06   星期四,雷阵雨,26~36℃
2323,2017/07/07   星期五,多云,26~35℃
2324,2017/07/08   星期六,雷阵雨,26~36℃
2325,2017/07/09   星期日,雷阵雨,27~36℃
2326,2017/07/10   星期一,雷阵雨,26~35℃
2327,2017/07/11   星期二,雷阵雨,26~33℃
2328,2017/07/12   星期三,多云,27~36℃
2329,2017/07/13   星期四,雷阵雨,27~37℃
2330,2017/07/14   星期五,多云,27~37℃
2331,2017/07/15   星期六,晴,27~38℃
2332,2017/07/16   星期日,多云,27~35℃
2333,2017/07/17   星期一,多云,27~35℃
2334,2017/07/18   星期二,多云,27~37℃
2335,2017/07/19   星期三,多云,27~38℃
2336,2017/07/20   星期四,晴,27~38℃
2337,2017/07/21   星期五,晴,27~39℃
2338,2017/07/22   星期六,晴,28~39℃
2339,2017/07/23   星期日,晴,27~39℃
2340,2017/07/24   星期一,晴,27~39℃
2341,2017/07/25   星期二,晴,28~39℃
2342,2017/07/26   星期三,晴,28~38℃
2343,2017/07/27   星期四,晴,28~37℃
2344,2017/07/28   星期五,晴,27~37℃
2345,2017/07/29   星期六,多云,28~34℃
2346,2017/07/30   星期日,中雨,27~31℃
2347,2017/08/01   星期二,多云,28~33℃
2348,2017/08/02   星期三,多云,28~34℃
2349,2017/08/03   星期四,多云,27~36℃
2350,2017/08/04   星期五,多云,28~35℃
2351,2017/08/05   星期六,雷阵雨,27~36℃
2352,2017/08/06   星期日,雷阵雨,27~34℃
2353,2017/08/07   星期一,多云,28~37℃
2354,2017/08/08   星期二,多云,29~38℃
2355,2017/08/09   星期三,中雨,25~35℃
2356,2017/08/10   星期四,雷阵雨,25~32℃
2357,2017/08/11   星期五,多云,27~35℃
2358,2017/08/12   星期六,雷阵雨,28~35℃
2359,2017/08/13   星期日,多云,27~36℃
2360,2017/08/14   星期一,雷阵雨,27~37℃
2361,2017/08/15   星期二,雷阵雨,27~35℃
2362,2017/08/16   星期三,雷阵雨,27~34℃
2363,2017/08/17   星期四,雷阵雨,27~35℃
2364,2017/08/18   星期五,雷阵雨,24~34℃
2365,2017/08/19   星期六,雷阵雨,25~36℃
2366,2017/08/20   星期日,雷阵雨,25~35℃
2367,2017/08/21   星期一,雷阵雨,26~33℃
2368,2017/08/22   星期二,阵雨,27~33℃
2369,2017/08/23   星期三,多云,27~34℃
2370,2017/08/24   星期四,多云,27~36℃
2371,2017/08/25   星期五,雷阵雨,27~36℃
2372,2017/08/26   星期六,阵雨,26~33℃
2373,2017/08/27   星期日,多云,26~34℃
2374,2017/08/28   星期一,晴,26~36℃
2375,2017/08/29   星期二,多云,25~37℃
2376,2017/08/30   星期三,多云,25~33℃
2377,2017/09/01   星期五,多云,22~30℃
2378,2017/09/02   星期六,阵雨,23~30℃
2379,2017/09/03   星期日,多云,24~31℃
2380,2017/09/04   星期一,多云,25~32℃
2381,2017/09/05   星期二,多云,26~35℃
2382,2017/09/06   星期三,雷阵雨,25~35℃
2383,2017/09/07   星期四,阵雨,24~28℃
2384,2017/09/08   星期五,阵雨,24~27℃
2385,2017/09/09   星期六,阴,24~29℃
2386,2017/09/10   星期日,多云,26~33℃
2387,2017/09/11   星期一,雷阵雨,23~31℃
2388,2017/09/12   星期二,阵雨,22~27℃
2389,2017/09/13   星期三,多云,23~28℃
2390,2017/09/14   星期四,阵雨,23~26℃
2391,2017/09/15   星期五,中雨,22~25℃
2392,2017/09/16   星期六,阴,20~26℃
2393,2017/09/17   星期日,多云,19~28℃
2394,2017/09/18   星期一,晴,20~30℃
2395,2017/09/19   星期二,多云,23~31℃
2396,2017/09/20   星期三,中雨,21~26℃
2397,2017/09/21   星期四,小雨,22~24℃
2398,2017/09/22   星期五,多云,22~28℃
2399,2017/09/23   星期六,中雨,22~25℃
2400,2017/09/24   星期日,阵雨,22~28℃
2401,2017/09/25   星期一,多云,26~32℃
2402,2017/09/26   星期二,多云,25~33℃
2403,2017/09/27   星期三,阵雨,22~28℃
2404,2017/09/28   星期四,阵雨,19~22℃
2405,2017/09/29   星期五,阴,22~25℃
2406,2017/09/30   星期六,阵雨,21~24℃
2407,2017/10/01   星期日,多云,25~31℃
2408,2017/10/02   星期一,阵雨,22~32℃
2409,2017/10/03   星期二,多云,20~25℃
2410,2017/10/04   星期三,多云,19~24℃
2411,2017/10/05   星期四,阴,19~25℃
2412,2017/10/06   星期五,阴,18~24℃
2413,2017/10/07   星期六,多云,18~26℃
2414,2017/10/08   星期日,多云,19~28℃
2415,2017/10/09   星期一,多云,21~29℃
2416,2017/10/10   星期二,多云,24~30℃
2417,2017/10/11   星期三,阵雨,20~24℃
2418,2017/10/12   星期四,小雨,18~22℃
2419,2017/10/13   星期五,小雨,18~21℃
2420,2017/10/14   星期六,阵雨,19~22℃
2421,2017/10/15   星期日,暴雨,18~20℃
2422,2017/10/16   星期一,中雨,19~22℃
2423,2017/10/17   星期二,小雨,17~20℃
2424,2017/10/18   星期三,阴,17~22℃
2425,2017/10/19   星期四,阴,17~22℃
2426,2017/10/20   星期五,阴,17~22℃
2427,2017/10/21   星期六,多云,16~22℃
2428,2017/10/22   星期日,多云,15~22℃
2429,2017/10/23   星期一,多云,13~21℃
2430,2017/10/24   星期二,晴,13~20℃
2431,2017/10/25   星期三,晴,12~21℃
2432,2017/10/26   星期四,多云,0~12℃
2433,2017/10/27   星期五,多云,0~14℃
2434,2017/10/28   星期六,多云,0~14℃
2435,2017/10/29   星期日,阴,0~11℃
2436,2017/10/30   星期一,多云,11~16℃
2437,2017/11/01   星期三,多云,10~22℃
2438,2017/11/02   星期四,晴,13~24℃
2439,2017/11/03   星期五,多云,13~23℃
2440,2017/11/04   星期六,多云,12~17℃
